word,trend,h,p,z,slope,n_obs
truth,no trend,False,0.0867681727038756,-1.7126976771553506,-0.0065412521362304,11
foreign,no trend,False,0.0867681727038756,-1.7126976771553506,-0.006644457578659,11
warren,no trend,False,0.0867681727038756,1.7126976771553506,0.0058826357126235,11
favor,no trend,False,0.0867681727038756,1.7126976771553506,0.0114956299463907,11
shot,no trend,False,0.0867681727038756,1.7126976771553506,0.0083915472030639,11
defend,no trend,False,0.0867681727038756,1.7126976771553506,0.0093939503033955,11
science,no trend,False,0.0867681727038756,1.7126976771553506,0.0082627236843109,11
attacks,no trend,False,0.0867681727038756,1.7126976771553506,0.0106776158014933,11
organization,no trend,False,0.0867681727038756,1.7126976771553506,0.0096036911010742,11
citizen,no trend,False,0.0867681727038756,1.7126976771553506,0.0063468292355537,11
firearms,no trend,False,0.0867681727038756,1.7126976771553506,0.0076941351095835,11
slavery,no trend,False,0.0867681727038756,-1.7126976771553506,-0.0054714679718017,11
equality,no trend,False,0.0867681727038756,1.7126976771553506,0.0077439308166503,11
afghanistan,no trend,False,0.0867681727038756,1.7126976771553506,0.0081233456730842,11
americas,no trend,False,0.0867681727038756,1.7126976771553506,0.009131908416748,11
communist,no trend,False,0.0867681727038756,1.7126976771553506,0.0105790197849273,11
whites,no trend,False,0.0867681727038756,1.7126976771553506,0.0078334978648594,11
communism,no trend,False,0.0867681727038756,1.7126976771553506,0.0082566365599632,11
idiotic,no trend,False,0.0867681727038756,1.7126976771553506,0.0161586801211039,11
invade,no trend,False,0.0867681727038756,1.7126976771553506,0.0154585093259811,11
mcconnell,no trend,False,0.1074046363302536,1.6099689437998486,0.0110151001385279,10
guard,no trend,False,0.1074046363302536,1.6099689437998486,0.0085678100585937,10
nationalism,no trend,False,0.1074046363302536,1.6099689437998486,0.0156166156133015,10
chaos,no trend,False,0.117850895021365,-1.563858105428061,-0.0090290407339732,9
vile,no trend,False,0.117850895021365,1.563858105428061,0.0137213990092277,9
reporter,no trend,False,0.117850895021365,1.563858105428061,0.0139859616756439,9
historic,no trend,False,0.117850895021365,1.563858105428061,0.0148306980729102,9
mexicans,no trend,False,0.117850895021365,1.563858105428061,0.0100800017515818,9
hollywood,no trend,False,0.117850895021365,1.563858105428061,0.0124687016010284,9
mandated,no trend,False,0.117850895021365,1.563858105428061,0.0122029193810054,9
handouts,no trend,False,0.117850895021365,1.563858105428061,0.0160489946603775,9
money,no trend,False,0.1194709867717007,1.556997888323046,0.0043627023696899,11
senate,no trend,False,0.1194709867717007,-1.556997888323046,-0.0042714277903238,11
won,no trend,False,0.1194709867717007,-1.556997888323046,-0.0047003428141276,11
fair,no trend,False,0.1194709867717007,1.556997888323046,0.0051882147789001,11
lie,no trend,False,0.1194709867717007,-1.556997888323046,-0.0045211513837178,11
dnc,no trend,False,0.1194709867717007,1.556997888323046,0.0083965957164764,11
discussion,no trend,False,0.1194709867717007,1.556997888323046,0.0054918229579925,11
conspiracy,no trend,False,0.1194709867717007,1.556997888323046,0.0094125866889953,11
corrupt,no trend,False,0.1194709867717007,1.556997888323046,0.0059019923210144,11
supports,no trend,False,0.1194709867717007,1.556997888323046,0.005145788192749,11
socialist,no trend,False,0.1194709867717007,1.556997888323046,0.0065457522869109,11
inflation,no trend,False,0.1194709867717007,1.556997888323046,0.0122137516736984,11
campaigns,no trend,False,0.1194709867717007,1.556997888323046,0.0124588012695312,11
controlled,no trend,False,0.1194709867717007,1.556997888323046,0.0100201268990834,11
