word,"shift score time: 1-9, 2009-2018","shift score time: 10-14, 2018-2023",shift_B-A
taxing,0.2560905814170837,0.22661531,-0.029475271417083698
politicians,0.1977393627166748,0.16802597,-0.029713392716674808
police,0.1590778827667236,0.12930101,-0.02977687276672361
capitalism,0.2074503302574157,0.17764091,-0.029809420257415675
socialized,0.2469767332077026,0.21706903,-0.029907703207702613
democrat,0.2880701422691345,0.2573365,-0.030733642269134498
communism,0.2936652898788452,0.26286143,-0.030803859878845208
prosecuted,0.2488850355148315,0.21798867,-0.030896365514831492
paying,0.1284164190292358,0.097485304,-0.030931115029235817
cities,0.1913580894470214,0.16034031,-0.031017779447021387
freedom,0.1888167262077331,0.15767944,-0.031137286207733095
criticism,0.2292355298995971,0.19789267,-0.03134285989959712
science,0.1907845139503479,0.1593017,-0.03148281395034791
chinese,0.2641358375549316,0.23260647,-0.031529367554931576
historic,0.3953583240509033,0.36376244,-0.0315958840509033
president,0.1521499752998352,0.12030363,-0.03184634529983521
interference,0.3397436141967773,0.3078847,-0.03185891419677728
shooting,0.1583555936813354,0.12639487,-0.0319607236813354
populations,0.2324583530426025,0.20047235,-0.03198600304260252
catholic,0.252391517162323,0.22037107,-0.032020447162322996
immigrants,0.239109992980957,0.20689452,-0.032215472980957005
immigration,0.2196849584579467,0.18746346,-0.032221498457946696
mccain,0.2200814485549926,0.1878413,-0.032240148554992604
